id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts90880,44 Cats,SHOW,"The adventures of four kittens who make up the musical group called The Buffycats, with stories focusing on themes of friendship, altruism, tolerance and diversity.",2018,TV-Y7,15,"['action', 'comedy', 'family', 'music', 'animation']",['IT'],5.0,tt9699148,6.1,283.0,7.168,8.4
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",2018,TV-14,24,"['scifi', 'drama', 'animation', 'fantasy']",['JP'],1.0,tt8528256,6.9,494.0,26.334,7.9
ts86279,Nailed It! Holiday!,SHOW,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.",2018,TV-PG,36,['reality'],['US'],2.0,tt8760264,7.7,1086.0,8.263,8.0
ts77467,Terrace House: Opening New Doors,SHOW,"The bright young people of Terrace House return to Japan, where they live together and face new relationship challenges.",2017,,40,"['reality', 'drama']",['JP'],6.0,tt7776244,7.8,952.0,11.417,8.3
ts80042,ReBoot: The Guardian Code,SHOW,Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,2018,TV-G,23,"['action', 'scifi', 'comedy', 'drama']",['CA'],2.0,tt6849940,3.8,1189.0,5.977,7.3
ts75718,Neo Yokio,SHOW,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",2017,TV-MA,23,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],2.0,tt7343832,5.9,3359.0,6.887,5.4
ts75620,Black,SHOW,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",2017,TV-MA,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],2.0,tt6380900,8.0,3665.0,18.754,8.0
ts76159,Super Monsters,SHOW,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2017,TV-Y,12,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,tt6214876,6.3,411.0,30.071,7.2
ts76793,Shot in the Dark,SHOW,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",2017,TV-MA,35,"['reality', 'documentation', 'thriller']",['US'],1.0,tt10478382,8.0,1770.0,2.605,7.9
ts85236,Castle and Castle,SHOW,"Castle & Castle is a law series that follows the story of a married couple, ‘Remi Castle’ and her husband ‘Tega’ – two lawyers who run a successful practice in Lagos. They met 20 years ago when he taught her in law school.",2018,TV-MA,58,['drama'],['NG'],2.0,,,,2.716,7.3
ts55627,Time: The Kalief Browder Story,SHOW,"The story of a teenager wrongfully charged with theft and jailed at Riker's Island prison for over 1,000 days.",2017,TV-MA,22,['documentation'],['US'],1.0,tt6133034,8.5,2641.0,3.258,7.9
ts89067,Love and Fortune,SHOW,"Wako Taira is 31-years-old. She works part-time at a cinema close to her home. Her boyfriend is Fu-kun and they have lived together for 3 years. She has never thought of breaking up with her boyfriend, considering her age. One day, she meets high school student Yumeaki Iko. She can't resist him. Wako Taira has an affair with Yumeaki Iko.",2018,TV-MA,69,"['drama', 'romance']",['JP'],1.0,tt8649316,7.3,547.0,8.282,6.5
ts78145,Drug Lords,SHOW,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018,TV-MA,45,['documentation'],['US'],2.0,tt7935522,6.8,1305.0,11.678,7.7
ts83407,Follow This,SHOW,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,2018,TV-MA,18,['documentation'],['US'],3.0,tt8560884,4.9,710.0,1.855,6.0
ts85953,Paprika,SHOW,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,2018,TV-Y,13,"['animation', 'family']",['US'],1.0,tt12740488,7.5,26.0,0.893,5.0
ts84799,Victim Number 8,SHOW,An jihadist attack in the old town of Bilbao ends with the lives of seven people and leaves more than thirty badly injured. The police investigation focus on catching those responsible for the massacre.,2018,,30,"['drama', 'crime', 'fantasy', 'action', 'thriller']",['ES'],1.0,tt8500086,7.0,1994.0,9.315,7.7
ts83213,The Rise of Phoenixes,SHOW,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",2018,TV-14,45,"['drama', 'history', 'romance']",['CN'],1.0,tt7052634,8.4,1477.0,19.737,8.1
ts57291,Unrequited Love,SHOW,"At a university football team reunion, former team manager Mitsuki Hiura confesses that she killed a person to quarterback Tetsuro Nishiwaki. She also reveals that as a result of a gender identity disorder, she is now living as a man. Tetsuro and his friends were puzzled by the events leading to her behaviour. They try to protect their old friend as they gradually discover the truth.",2017,,39,['drama'],['JP'],1.0,tt6917420,6.7,10.0,4.179,10.0
ts85810,Al Hayba,SHOW,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",2017,TV-PG,45,"['action', 'thriller', 'crime', 'romance', 'drama']",['AE'],5.0,tt8585236,7.5,1201.0,25.835,6.3
ts85276,Hymn of Death,SHOW,"Based on a true story, the drama tells the tragic love story of Kim Woo Jin, a married stage drama writer, and Yun Shim Duk, Korea's first professional soprano, who meet while studying at Tokyo University in the 1920s. Yun Shim Duk's recording of ""Death Song"" became the first Korean pop song in 1926.",2018,,45,"['drama', 'history', 'music', 'romance']",['KR'],1.0,tt8160064,7.6,1104.0,10.234,8.5
ts85126,The Degenerates,SHOW,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,2018,,28,['comedy'],['US'],2.0,tt9077196,6.2,666.0,2.72,4.4
ts85217,Motown Magic,SHOW,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush -- and the classic sounds of Motown.",2018,TV-Y,17,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2.0,tt8959860,7.9,292.0,3.073,9.0
ts89372,Titipo Titipo,SHOW,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2018,TV-Y,18,['animation'],['KR'],2.0,tt12987396,6.6,19.0,3.03,9.5
ts83489,Blood Pact,SHOW,"Pacto de Sangue is about Silas Campello, a news reporter who sees an opportunity to get big TV ratings through raw, violent content after he starts to cover the murders and gang wars playing out deep in the Amazon jungle between two rival drug lords.",2018,,60,"['drama', 'crime']",['BR'],1.0,tt6742610,6.7,140.0,3.209,7.0
ts79988,Lost Song,SHOW,"Rin, an energetic girl who loves to eat, lives in a verdant frontier village.

Deep within the royal palace in the bustling capital city, the songstress Finis spends her days in solitude.

Both share a special power no other person has. A miraculous power that can heal wounds, create water and stir the wind -- the power of song.  Guided by destiny, the two young women each face an arduous journey with the power of song.

The shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

Loved ones meet their deaths as silent screams echo through a stone prison.  As two destinies intersect, will the final song be one of despair, hope or...?",2018,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'music', 'romance']",['JP'],1.0,tt7211600,7.0,375.0,7.2,8.2
ts78692,Rapture,SHOW,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,2018,TV-MA,60,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],1.0,tt7981052,5.4,11.0,2.141,6.8
ts84782,Larva Island,SHOW,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",2018,TV-Y7,8,"['comedy', 'animation']","['KR', 'US']",2.0,tt9077194,6.6,416.0,10.943,6.5
ts82419,Zac & Mia,SHOW,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,TV-14,20,['drama'],['US'],2.0,tt7487358,7.8,622.0,5.313,8.0
ts95011,Move,SHOW,"The series is called MOVE and each episode brings us inside the life of a Canadian living with mental illness who has found a positive way to ""self-medicate"" through the discovery of exercise and human movement.",2018,TV-MA,25,['documentation'],['US'],1.0,tt9165300,7.5,112.0,4.55,7.0
ts80342,AMO,SHOW,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",2018,TV-MA,24,['crime'],['PH'],1.0,tt7218736,6.6,410.0,4.42,6.0
ts80479,Clean with Passion for Now,SHOW,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",2018,TV-MA,69,"['comedy', 'drama', 'romance']",['KR'],1.0,tt7981562,7.0,1246.0,16.42,8.2
ts74765,Daughters of Destiny,SHOW,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,2017,,0,['documentation'],['IN'],1.0,tt1877895,8.6,900.0,2.385,7.7
ts90869,Love Daily,SHOW,Romantic anthology web series revolving around 12 stories of 12 months of young people on their paths to love.,2018,,18,"['drama', 'romance']",['US'],1.0,tt7975182,6.2,153.0,5.714,7.9
ts58480,Ari Shaffir: Double Negative,SHOW,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",2017,,45,['comedy'],['US'],1.0,,,,2.288,6.4
ts94470,Relatable,SHOW,"What happens when the '90s meets now? A group of friends takes it day by day trying to find out. Through life, love, awkward moments, bad dates and social media. A comedy with a cast that has a leg in the 90s and a hand high-fiving the millennials.",2018,,0,['comedy'],[],2.0,tt13281898,,,0.852,
ts92726,They've Gotta Have Us,SHOW,"The rise of black actors as they have gone from being the backdrop to calling the shots. This is the inside story of the turning points of black life on both sides of the lens, from Sidney Poitier and Harry Belafonte, to the present day.",2018,TV-14,59,['documentation'],['GB'],1.0,tt9268756,7.7,292.0,3.554,6.3
ts224746,Millennials,SHOW,"Centered around 3 couples lives in Argentina as they deal with life, personal problems, and each other. Three boys work in the same office and each of their girlfriends end up becoming friends. Lies and drama build up and tie all of their lives together in a way.",2018,TV-MA,35,['drama'],['AR'],3.0,,,,3.277,8.5
ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US'],1.0,tt8728268,6.6,517.0,11.615,6.2
ts85618,Prince of Peoria,SHOW,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2018,TV-Y7,26,"['comedy', 'family']",['US'],2.0,tt8001718,5.7,471.0,14.711,7.0
ts81596,Black Crows,SHOW,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",2017,TV-MA,39,"['war', 'drama', 'thriller']","['AE', 'SA', 'SY']",1.0,tt7356518,5.4,295.0,2.297,8.0
ts74959,Yummy Mummies,SHOW,"These stunning young mums-to-be have model good looks, glamorous lives and are never seen without their high heels, designer wear and latest accessory: their baby bump! The Yummy Mummies make elaborate plans for motherhood and have outrageous opinions of what to expect while they’re expecting.",2017,,41,"['reality', 'comedy']",['AU'],2.0,tt7172230,4.0,673.0,2.365,5.3
ts81485,Ponysitters Club,SHOW,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,2018,TV-Y,23,['family'],['US'],2.0,tt7692572,6.0,116.0,2.161,8.0
ts82445,Ashes of Love,SHOW,Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.,2018,TV-14,43,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']",['CN'],1.0,tt8976346,8.5,1875.0,25.4,9.1
ts78099,72 Dangerous Animals: Latin America,SHOW,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",2017,,43,['documentation'],"['AU', 'US']",1.0,tt7909708,6.5,559.0,12.934,6.6
ts85183,Vai Anitta,SHOW,Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.,2018,TV-MA,40,"['documentation', 'reality']",['BR'],2.0,tt8961530,5.6,448.0,2.334,6.8
ts84484,Dancing Queen,SHOW,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day -- and the drag world by night.,2018,,41,"['reality', 'music']",['US'],1.0,tt8882486,6.9,1590.0,6.673,6.5
ts83045,Accidentally In Love,SHOW,"The quirky experiences of a popular singer who returns to school and becomes seat mates with a seemingly ordinary girl.

When Si Tu Feng decides to go back to school, he becomes the center of attention as fans, classmates and the media follow his every move. He meets Chen Qing Qing, an ordinary student with a dual personality.",2018,TV-14,29,"['comedy', 'drama', 'music', 'romance']",['CN'],1.0,tt9077184,7.6,1100.0,6.473,7.9
ts78707,The Joel McHale Show with Joel McHale,SHOW,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018,TV-MA,29,['comedy'],['US'],2.0,tt7895706,7.1,2378.0,5.655,6.4
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",2017,TV-MA,55,['documentation'],['MX'],1.0,tt7334894,6.8,1073.0,11.011,6.1
ts79086,Mariposa de barrio,SHOW,"This drama reveals the difficult rise to fame of the Mexican-American singer Jenni Rivera, from her past of abuse to success as a band leader.",2017,TV-MA,46,['drama'],['US'],1.0,tt6834120,7.6,238.0,1.4,8.0
ts84200,Best.Worst.Weekend.Ever.,SHOW,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018,TV-PG,25,"['comedy', 'family']",['US'],1.0,tt7768010,6.4,297.0,5.331,8.0
ts82500,Treehouse Detectives,SHOW,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",2018,TV-Y7,24,['animation'],[],3.0,tt8591984,7.6,93.0,4.358,8.5
ts82192,Samantha!,SHOW,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",2018,TV-MA,28,['comedy'],['BR'],2.0,tt6626676,6.6,513.0,2.847,6.1
ts82323,On Children,SHOW,"Adapted from the novel by author Wu Hsiao-Le, the series consists of five independent stories about parenting, as well as children's pressures of growing up, when faced with the tragic consequences of social pressure, parental oppression and family dysfunction. Each story is told in two parts in this ten-part series.",2018,,100,"['drama', 'family', 'scifi']",['TW'],1.0,tt8507402,7.2,380.0,3.881,7.8
ts55533,Legend Quest,SHOW,"When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",2017,TV-Y7,26,"['animation', 'comedy', 'fantasy']",['MX'],1.0,tt5038900,7.3,446.0,7.567,8.0
ts76949,Trailer Park Boys: Out of the Park: USA,SHOW,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",2017,TV-MA,29,['comedy'],['CA'],1.0,,,,2.798,7.5
ts82843,The Curious Creations of Christine McConnell,SHOW,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018,TV-PG,27,"['reality', 'comedy', 'horror']",['US'],1.0,tt8773080,7.7,2391.0,2.45,7.3
ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.,2017,TV-14,58,"['documentation', 'european']",['GB'],1.0,tt7936386,7.4,206.0,1.817,6.0
ts90941,"Heidi, bienvenida a casa",SHOW,not given,2017,TV-Y,46,"['comedy', 'family']",['AR'],1.0,tt7183310,6.2,20.0,4.135,8.8
ts84644,Westside,SHOW,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,2018,TV-MA,47,['reality'],['US'],1.0,tt8693758,6.0,168.0,0.957,4.0
ts83925,Boca Juniors Confidential,SHOW,"Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",2018,,43,"['documentation', 'sport']",['AR'],1.0,tt8893546,6.3,350.0,0.789,7.6
ts83820,The Judgement,SHOW,"After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",2018,,48,"['drama', 'crime']",['TH'],1.0,tt8866904,7.1,95.0,2.518,7.7
ts55484,My Only Love Song,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,36,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt6125832,7.0,647.0,12.756,8.4
ts81856,Borges,SHOW,"Four employees of an import company discover that they were cheated by their former boss with a proposed society. Now with the bankrupt company, it is up to this quartet to solve all the processes and debts of the company. With no money to clear all accounts, they decide to create a video channel for the internet.",2018,TV-MA,24,['comedy'],['BR'],2.0,tt7895652,6.2,168.0,1.992,7.8
ts76771,Stretch Armstrong & the Flex Fighters,SHOW,"When overscheduled teenager Jake Armstrong and his two best friends are accidentally exposed to an experimental chemical, they become Stretch Armstrong and the Flex Fighters, a team of unlikely superheroes who expand beyond the confines of their lives and embark on a series of adventures.",2017,TV-G,23,"['action', 'comedy', 'scifi', 'animation']",['US'],2.0,tt1379164,6.2,307.0,5.244,7.6
ts84179,Made in Mexico,SHOW,"These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",2018,,50,['reality'],['US'],1.0,tt8871764,3.9,760.0,4.893,7.5
ts79585,Dinotrux: Supercharged,SHOW,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017,TV-Y7,23,"['family', 'animation', 'action', 'comedy']",['US'],3.0,tt7620702,7.5,94.0,9.489,9.4
ts222363,Monkart,SHOW,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,2017,TV-Y7,12,[],['KR'],1.0,,,,2.532,
ts75750,Revolutionary Love,SHOW,"Byun Hyuk is the younger son of a rich conglomerate family who was born with a silver spoon in his mouth. The lack of difficulties in life contributed to the carefree and hopelessly positive mindset of his. One day, he meets a girl who is everything that he is not. This drama is a depiction of youth where they learn about love and friendship.",2017,TV-MA,68,"['comedy', 'romance']",['KR'],1.0,tt7340800,6.9,666.0,5.915,8.6
ts76540,Dennis & Gnasher Unleashed!,SHOW,"An animated series about a 10-year-old much-loved mischief-maker Dennis, his fearless friends and their hometown.",2017,TV-Y7,13,"['animation', 'comedy']",['GB'],2.0,tt7081512,7.3,82.0,1.4,7.0
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,"Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",2017,TV-MA,49,"['action', 'crime']",['MX'],2.0,tt6524440,6.7,144.0,6.419,10.0
ts86067,Death by Magic,SHOW,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",2018,TV-14,33,['reality'],['US'],1.0,tt8887956,6.1,629.0,2.757,6.9
ts82085,Ainori Love Wagon: Asian Journey,SHOW,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",2017,,27,['reality'],['JP'],2.0,tt11542960,6.8,271.0,1.992,7.1
ts229123,Little Singham,SHOW,"This animated series showcases the fun and thrilling adventures of Little Singham, a brave kid super-cop with lion powers, as he defends his town and the world from evil villains, scary mutants and even aliens .",2018,,12,['action'],['IN'],2.0,tt11151836,3.5,91.0,1.181,4.0
ts83204,Million Pound Menu,SHOW,Participants try to convince a jury that their new restaurant ideas could work.,2018,,59,['reality'],['GB'],2.0,tt8488494,6.5,563.0,2.093,6.2
ts83429,Take My Brother Away,SHOW,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",2018,,46,"['comedy', 'drama', 'family']",[],1.0,tt8894324,6.7,161.0,2.459,8.3
ts83663,A Taiwanese Tale of Two Cities,SHOW,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",2018,,68,['drama'],['TW'],2.0,tt8893498,6.1,159.0,3.867,8.0
ts75491,Fire Chasers,SHOW,"As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",2017,,58,['documentation'],['US'],1.0,tt7293754,6.6,368.0,3.458,6.3
ts82564,Jimmy: The True Story of a True Idiot,SHOW,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",2018,TV-MA,42,"['drama', 'comedy']",['JP'],1.0,tt6866914,6.8,77.0,1.289,5.0
ts83430,Smoking,SHOW,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",2018,TV-MA,24,"['drama', 'crime', 'comedy']",['JP'],2.0,tt8758778,7.4,456.0,4.229,8.3
ts80859,Here to Heart,SHOW,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8791742,7.5,219.0,4.003,8.3
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister -- and all of Elvendale. Based on the popular web series.",2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.9,163.0,1.4,7.7
ts84330,Oh My Ghost,SHOW,"Jiew is a modest girl who works at a restaurant washing dishes and is in love with Artit, the chef. She huddles in a cramped little room, doesn't sleep at night, and is always late for work. But she has a big secret: she sees ghosts. And Khaopun, a virgin ghost who doesn't understand why her soul can't go to heaven, doesn't leave Jiew alone. Khaopun is sure that only losing her virginity will help her to ascend to heaven, and therefore she uses Jiew's body to seduce Artit and achieve what she wants.",2018,,51,"['drama', 'comedy']",['TH'],1.0,,,,1.364,8.3
ts79707,Edha,SHOW,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2018,TV-MA,40,['drama'],['AR'],1.0,tt7956274,4.9,632.0,10.357,6.3
ts93947,Wrong Kind of Black,SHOW,"From the crocs and cops of 1960s Queensland to the blood-splattered disco floors of 1970s Melbourne, comes the hilarious and heartbreaking story of afro bearing, flare wearing DJ Monty Pryor and his brother Paul.",2018,TV-MA,16,"['comedy', 'drama']",['AU'],1.0,tt8660874,7.7,148.0,1.033,7.5
ts82631,Monkey Twins,SHOW,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",2018,,53,"['crime', 'action']",['TH'],1.0,tt8507498,7.9,92.0,3.109,6.0
ts81827,True: Magical Friends,SHOW,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,TV-Y,24,['animation'],['US'],1.0,,,,1.87,10.0
ts83025,Baby Ballroom,SHOW,"Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.",2017,,45,['documentation'],[],2.0,tt8159960,7.8,198.0,3.514,8.0
ts84167,Age of Rebellion,SHOW,"Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?",2018,TV-MA,83,"['drama', 'romance', 'crime']",['TW'],1.0,tt8931836,8.6,49.0,3.856,6.0
ts81886,All About the Washingtons,SHOW,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.",2018,TV-G,23,"['comedy', 'music']",['US'],1.0,tt7661368,4.8,708.0,1.987,4.6
ts77219,Part-Time Idol,SHOW,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,tt8835780,6.7,108.0,5.068,8.5
ts82550,The Single Wives,SHOW,"Dating coach Matthew Hussey helps four divorced women get back in the game, teaching them the ins-and-outs of the dating world, what men are thinking and how to get their attention.",2018,TV-MA,50,['reality'],[],1.0,tt8694342,6.5,73.0,0.6,
ts80445,The Honeymoon Stand Up Special,SHOW,"Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",2018,,31,['comedy'],[],1.0,tt7698408,6.8,515.0,2.923,6.0
ts75320,A Boy Named Flora A,SHOW,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,2017,TV-MA,89,"['drama', 'comedy']",['TW'],2.0,tt6284014,7.9,314.0,1.684,6.6
ts57913,Strongest Deliveryman,SHOW,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,tt7022748,7.4,626.0,6.359,6.8
ts82887,The Could've-Gone-All-the-Way Committee,SHOW,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,102.0,5.757,7.3
ts77011,The Many Faces of Ito,SHOW,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,2017,,30,"['drama', 'comedy', 'romance']",['JP'],1.0,tt7134506,6.7,244.0,5.712,7.5
ts81632,A House of Blocks,SHOW,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,TV-MA,84,"['horror', 'drama']",['TW'],1.0,tt7053684,2.3,137.0,1.808,8.3
ts83710,First and Last,SHOW,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.,2018,TV-MA,44,['documentation'],['US'],1.0,tt8893502,6.7,421.0,8.639,7.7
ts265844,#ABtalks,SHOW,"#ABtalks is a YouTube interview show hosted by Anas Bukhash, showcasing the 'raw' side of celebrities, athletes, entrepreneurs, and influencers as human beings.",2018,TV-PG,68,[],[],1.0,tt12635254,9.6,7.0,,
ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,"Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love.",2017,TV-MA,57,['comedy'],['US'],1.0,,,,0.6,8.5
